no_of_dependents,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_income_ratio,emi_proxy,emi_income_ratio,asset_total,education_ Not Graduate,self_employed_ Yes,loan_status
5,2100000,7100000,10,517,1200000,2900000,5400000,1400000,3.3809523809523796,709999.999929,0.33809523806142844,10900000,False,True,0
1,5700000,20100000,14,442,11700000,7300000,17900000,6500000,3.5263157894736836,1435714.2856117347,0.2518796992301289,43400000,True,True,0
1,1100000,2700000,16,346,1900000,300000,2200000,800000,2.4545454545454524,168749.99998945312,0.15340909089950272,5200000,True,True,0
5,9300000,34000000,6,742,4200000,600000,32800000,8200000,3.655913978494623,5666666.665722222,0.6093189963142173,45800000,False,False,1
1,3500000,8100000,10,626,7100000,5500000,7200000,2900000,2.3142857142857136,809999.999919,0.2314285714054285,22700000,False,True,1
0,8200000,28800000,4,619,9000000,1100000,23000000,6300000,3.512195121951219,7199999.9982,0.8780487802682926,39400000,True,True,1
2,7500000,17900000,20,734,9100000,5500000,23000000,4900000,2.3866666666666663,894999.99995525,0.11933333332736665,42500000,True,True,1
1,7000000,25600000,6,420,15100000,11500000,15300000,8700000,3.6571428571428566,4266666.665955556,0.6095238094222222,50600000,False,True,0
5,3900000,8300000,18,600,3900000,600000,10400000,5600000,2.1282051282051277,461111.1110854938,0.11823361822704967,20500000,True,True,1
3,4700000,13200000,12,440,4000000,3300000,16600000,4300000,2.808510638297872,1099999.9999083334,0.23404255317198577,28200000,False,True,0
5,1700000,5200000,16,820,1700000,1200000,4000000,1000000,3.058823529411763,324999.9999796875,0.19117647057628667,7900000,True,True,1
0,2500000,7800000,8,437,5800000,0,5800000,3300000,3.1199999999999988,974999.999878125,0.38999999995124984,14900000,False,False,0
1,400000,1400000,12,468,700000,0,1500000,400000,3.4999999999999916,116666.66665694445,0.2916666666423604,2600000,True,True,0
0,2400000,9100000,8,368,2200000,200000,5600000,3300000,3.791666666666665,1137499.9998578124,0.4739583332740883,11300000,True,True,0
4,5700000,21900000,2,871,3200000,1700000,14400000,6100000,3.8421052631578942,10949999.994525,1.9210526306184208,25400000,False,False,1
1,9800000,37900000,4,816,21800000,12200000,26100000,8500000,3.8673469387755093,9474999.99763125,0.9668367344521682,68600000,False,False,1
5,9000000,32800000,4,773,10600000,4100000,18900000,11500000,3.6444444444444435,8199999.99795,0.9111111108833331,45100000,False,False,1
3,800000,3000000,14,576,1200000,1300000,2600000,400000,3.749999999999995,214285.71427040815,0.2678571428380098,5500000,True,False,1
1,1600000,4500000,14,673,1900000,2700000,3700000,1300000,2.8124999999999982,321428.5714056122,0.20089285712850752,9600000,False,False,1
0,9800000,34100000,20,760,21500000,9400000,33400000,13600000,3.479591836734693,1704999.99991475,0.17397959182803568,77900000,False,True,1
5,2900000,7500000,12,678,3400000,3000000,10900000,3700000,2.5862068965517233,624999.9999479167,0.21551724136135053,21000000,True,True,1
4,3900000,12000000,14,893,6000000,4700000,12900000,5200000,3.076923076923076,857142.8570816326,0.21978021976452114,28800000,True,True,1
0,3300000,9000000,18,754,6100000,3900000,6900000,4700000,2.7272727272727266,499999.9999722222,0.15151515150673395,21600000,False,True,1
3,700000,2200000,8,617,1600000,400000,2400000,900000,3.1428571428571384,274999.999965625,0.39285714280803513,5300000,False,True,1
3,8400000,29500000,20,661,14600000,3400000,28900000,10900000,3.511904761904761,1474999.99992625,0.1755952380864583,57800000,True,True,1
1,4000000,12100000,12,356,10500000,2500000,15600000,5000000,3.0249999999999995,1008333.3332493055,0.2520833333123263,33600000,False,True,0
0,1900000,6300000,16,811,1100000,100000,5100000,1900000,3.315789473684209,393749.9999753906,0.20723684209231075,8200000,True,True,1
0,3900000,14600000,2,730,9200000,4000000,14600000,5400000,3.7435897435897427,7299999.99635,1.8717948708589738,33200000,True,False,1
5,7400000,18000000,2,792,5300000,9400000,19900000,5300000,2.432432432432432,8999999.9955,1.216216215608108,39900000,True,False,1
5,5900000,16000000,6,798,15900000,5000000,12300000,3100000,2.7118644067796605,2666666.666222222,0.45197740105461387,36300000,True,True,1
2,1400000,2900000,12,490,600000,1600000,5500000,1300000,2.07142857142857,241666.66664652777,0.17261904760466257,9000000,True,False,0
2,1800000,5500000,6,448,2900000,300000,5600000,1300000,3.055555555555554,916666.6665138889,0.5092592591743824,10100000,False,True,0
0,1000000,3100000,6,525,1900000,1700000,2800000,1400000,3.0999999999999965,516666.66658055555,0.516666666580555,7800000,False,True,0
1,7400000,19200000,20,415,2200000,4800000,29200000,7000000,2.5945945945945943,959999.999952,0.12972972972324323,43200000,False,False,0
5,2700000,10600000,16,496,800000,2900000,9700000,2400000,3.9259259259259247,662499.9999585937,0.24537037035503464,15800000,False,False,0
1,3600000,13100000,8,543,2900000,100000,9900000,2700000,3.638888888888888,1637499.9997953125,0.45486111105425336,15600000,True,True,0
5,7000000,18400000,12,520,4700000,11900000,17000000,3800000,2.628571428571428,1533333.3332055556,0.21904761902936506,37400000,False,False,0
4,5000000,18000000,14,307,5300000,5600000,12800000,3300000,3.599999999999999,1285714.285622449,0.25714285712448975,27000000,True,True,0
2,1800000,5700000,14,502,1400000,1100000,4400000,1300000,3.166666666666665,407142.8571137755,0.22619047617431962,8200000,False,False,0
2,4700000,12000000,6,505,3400000,3800000,18000000,2300000,2.553191489361702,1999999.9996666666,0.4255319148226949,27500000,False,True,0
2,6700000,23100000,4,304,14400000,7100000,24300000,10000000,3.4477611940298503,5774999.99855625,0.8619402982919775,55800000,True,True,1
5,5800000,17500000,10,719,5800000,1900000,12400000,3100000,3.0172413793103443,1749999.999825,0.30172413790086205,23200000,True,False,1
0,5900000,22700000,18,855,13400000,6300000,14500000,4000000,3.8474576271186436,1261111.1110410495,0.2137476459391609,38200000,False,True,1
4,6000000,15800000,18,593,6800000,4800000,13200000,6400000,2.633333333333333,877777.7777290123,0.1462962962881687,31200000,True,False,1
1,700000,1400000,10,523,700000,1100000,1600000,900000,1.9999999999999971,139999.999986,0.1999999999799997,4300000,True,True,0
0,3700000,13100000,14,385,10600000,6800000,9200000,4900000,3.5405405405405395,935714.285647449,0.25289575287768884,31500000,True,True,0
0,7100000,19300000,6,783,3900000,4800000,21800000,5000000,2.718309859154929,3216666.6661305553,0.45305164311697954,35500000,False,True,1
5,1100000,3900000,2,538,400000,1300000,4300000,1600000,3.5454545454545423,1949999.999025,1.7727272718409075,7600000,False,True,1
3,9500000,20100000,2,506,16800000,800000,32700000,11000000,2.11578947368421,10049999.994974999,1.0578947363131574,61300000,True,True,0
4,2200000,8600000,2,461,1400000,3000000,4700000,2100000,3.9090909090909074,4299999.99785,1.954545453568181,11200000,True,True,1
4,5500000,20000000,8,666,3800000,4700000,18000000,7900000,3.636363636363636,2499999.9996875,0.45454545448863626,34400000,True,True,1
3,4400000,16300000,20,561,5500000,8000000,12000000,4000000,3.7045454545454537,814999.99995925,0.18522727271801132,29500000,True,True,1
5,5000000,10800000,10,345,12300000,5000000,14100000,6300000,2.1599999999999997,1079999.9998919999,0.21599999997839994,37700000,True,False,0
4,6100000,12500000,14,862,11300000,1500000,21900000,6800000,2.0491803278688523,892857.1427933674,0.14637002340874872,41500000,True,True,1
3,8100000,22300000,10,686,20400000,8700000,19200000,6200000,2.753086419753086,2229999.999777,0.2753086419477777,54500000,True,False,1
4,7000000,19600000,8,708,17600000,2600000,24300000,4500000,2.8,2449999.99969375,0.3499999999562499,49000000,False,True,1
4,5600000,14800000,20,656,9600000,9200000,11600000,6500000,2.6428571428571423,739999.999963,0.13214285713624996,36900000,True,False,1
4,1800000,7000000,14,743,2600000,1000000,4500000,1500000,3.888888888888887,499999.9999642857,0.2777777777579364,9600000,False,False,1
2,3600000,12100000,14,408,10100000,4200000,13000000,5400000,3.3611111111111103,864285.7142239796,0.2400793650622165,32700000,False,False,0
5,600000,1300000,14,408,1000000,300000,1600000,900000,2.166666666666663,92857.14285051021,0.15476190475085008,3800000,False,False,0
1,4900000,16500000,12,439,7500000,1400000,10300000,7200000,3.3673469387755097,1374999.9998854166,0.28061224487457476,26400000,False,True,0
3,3000000,7100000,6,415,2000000,5700000,9500000,2500000,2.366666666666666,1183333.333136111,0.3944444443787036,19700000,False,True,0
0,3800000,10600000,12,490,3300000,6500000,14400000,3100000,2.7894736842105257,883333.3332597222,0.2324561403315058,27300000,True,True,0
1,7600000,30000000,16,884,13300000,3600000,17200000,10800000,3.947368421052631,1874999.9998828124,0.24671052630037002,44900000,False,True,1
4,7800000,25400000,18,425,3000000,14000000,30500000,7200000,3.256410256410256,1411111.111032716,0.18091168090163023,54700000,False,False,0
0,6800000,21700000,20,730,17500000,1300000,18600000,3600000,3.191176470588235,1084999.99994575,0.1595588235214338,41000000,False,False,1
4,5900000,17300000,20,657,1500000,5600000,13000000,4100000,2.932203389830508,864999.99995675,0.1466101694841949,24200000,False,True,1
2,4900000,16800000,10,480,2200000,8900000,12600000,2700000,3.428571428571428,1679999.999832,0.34285714282285706,26400000,True,False,0
3,1100000,3100000,16,356,1300000,100000,3000000,1600000,2.8181818181818157,193749.99998789062,0.17613636362535495,6000000,True,True,0
1,9800000,36000000,12,629,28000000,4100000,29800000,11200000,3.6734693877551012,2999999.99975,0.3061224489540816,73100000,True,True,1
1,1200000,4700000,2,667,1100000,300000,4200000,800000,3.9166666666666634,2349999.998825,1.9583333323541652,6400000,False,True,1
0,4700000,11500000,18,559,7500000,0,18700000,2600000,2.4468085106382973,638888.888853395,0.13593380613902017,28800000,True,False,1
4,6700000,16000000,4,791,0,13000000,20700000,5200000,2.388059701492537,3999999.999,0.5970149252238804,38900000,False,False,1
0,3700000,11300000,6,538,6200000,400000,10400000,5400000,3.0540540540540535,1883333.3330194445,0.5090090089241741,22400000,True,True,0
2,7400000,16000000,20,358,16700000,5500000,26800000,4300000,2.162162162162162,799999.99996,0.1081081081027027,53300000,False,False,0
2,3300000,11700000,14,439,4000000,6300000,8300000,1700000,3.5454545454545445,835714.2856545919,0.25324675322866413,20300000,True,False,0
2,4800000,15300000,12,503,3300000,4000000,12000000,4300000,3.1874999999999996,1274999.99989375,0.26562499997786454,23600000,False,True,0
4,4600000,11900000,6,810,11200000,8200000,17500000,5200000,2.58695652173913,1983333.3330027778,0.4311594202179951,42100000,False,True,1
1,8000000,30600000,14,302,12700000,13100000,23900000,6800000,3.8249999999999997,2185714.285558163,0.27321428569477035,56500000,False,True,0
0,4100000,8800000,18,300,10900000,6400000,8600000,3500000,2.146341463414634,488888.88886172837,0.11924119240529958,29400000,True,False,0
4,2600000,7200000,16,612,1300000,1000000,5800000,1400000,2.7692307692307683,449999.999971875,0.1730769230661057,9500000,True,False,1
3,1300000,5000000,6,686,2700000,2000000,4100000,900000,3.8461538461538436,833333.3331944444,0.641025640918803,9700000,True,False,1
0,2300000,4900000,12,409,3300000,2400000,4700000,3200000,2.130434782608695,408333.3332993056,0.17753623186926323,13600000,False,True,0
5,300000,900000,6,492,800000,300000,700000,400000,2.9999999999999902,149999.99997499998,0.49999999991666494,2200000,False,False,0
0,7000000,21700000,20,498,6600000,5500000,14700000,3900000,3.0999999999999996,1084999.99994575,0.15499999999224998,30700000,False,True,0
3,4400000,10900000,18,611,8600000,6300000,8800000,3000000,2.4772727272727266,605555.5555219136,0.13762626261861668,26700000,True,True,1
5,5100000,11800000,6,776,7600000,400000,10500000,4400000,2.313725490196078,1966666.666338889,0.3856209149684095,22900000,True,True,1
1,5900000,13000000,6,779,10800000,11600000,13100000,6600000,2.203389830508474,2166666.6663055555,0.3672316383568738,42100000,True,False,1
3,7800000,27200000,16,560,3600000,8100000,21800000,8600000,3.487179487179487,1699999.99989375,0.21794871793509613,42100000,False,True,1
4,2200000,5100000,6,308,3200000,2600000,6600000,3100000,2.318181818181817,849999.9998583333,0.38636363629924225,15500000,False,True,0
4,5400000,12600000,18,786,300000,2500000,21000000,6600000,2.333333333333333,699999.9999611111,0.12962962962242797,30400000,True,False,1
1,7400000,29100000,8,597,12100000,4800000,16300000,7000000,3.932432432432432,3637499.9995453125,0.4915540539926097,40200000,True,False,1
4,5800000,12000000,12,811,9400000,8800000,14200000,3100000,2.068965517241379,999999.9999166667,0.17241379308908042,35500000,False,False,1
1,5800000,13000000,12,862,11300000,8400000,12000000,3900000,2.2413793103448274,1083333.3332430555,0.18678160917983713,35600000,False,True,1
3,4800000,14200000,12,369,3200000,200000,14000000,3000000,2.9583333333333326,1183333.3332347223,0.24652777775723375,20400000,True,True,0
1,7400000,23900000,4,687,20800000,10900000,26100000,5600000,3.2297297297297294,5974999.99850625,0.8074324322305741,63400000,True,True,1
0,9600000,19600000,12,500,21500000,700000,37600000,10900000,2.041666666666666,1633333.3331972223,0.17013888887471063,70700000,True,True,0
2,200000,500000,6,746,400000,0,500000,0,2.4999999999999876,83333.33331944444,0.4166666665972201,900000,True,True,1
4,700000,2100000,14,619,1900000,700000,2400000,1000000,2.9999999999999956,149999.99998928572,0.21428571427040785,6000000,True,False,1
2,7600000,16700000,20,692,9900000,9600000,25100000,7400000,2.1973684210526314,834999.99995825,0.10986842104713813,52000000,True,False,1
1,1400000,3300000,18,321,900000,1500000,3000000,700000,2.3571428571428554,183333.33332314814,0.13095238094510572,6100000,True,True,0
2,3800000,15000000,14,730,10800000,2900000,10700000,3600000,3.9473684210526305,1071428.5713520409,0.2819548871979054,28000000,True,True,1
3,2700000,10800000,6,480,4400000,0,10300000,3500000,3.9999999999999987,1799999.9997,0.6666666665555553,18200000,True,False,0
2,5000000,10700000,2,753,12600000,9000000,11500000,5700000,2.1399999999999997,5349999.997324999,1.0699999994649998,38800000,True,True,1
4,9000000,28900000,6,637,11300000,1200000,33000000,4800000,3.2111111111111104,4816666.665863889,0.5351851850959876,50300000,False,True,1
3,3700000,9000000,6,483,9300000,400000,9900000,3600000,2.432432432432432,1499999.99975,0.4054054053378377,23200000,False,False,0
4,300000,1100000,4,315,700000,100000,900000,100000,3.6666666666666545,274999.99993125,0.916666666437497,1800000,True,True,1
4,1800000,4100000,8,777,2200000,2500000,3600000,1900000,2.277777777777777,512499.9999359375,0.2847222221866318,10200000,False,False,1
2,7900000,17700000,4,402,20900000,11800000,25600000,8400000,2.240506329113924,4424999.99889375,0.5601265821384492,66700000,False,False,0
4,2100000,7700000,8,493,4300000,400000,4400000,1300000,3.666666666666665,962499.9998796874,0.4583333332760414,10400000,False,True,0
0,900000,3100000,4,355,1700000,100000,3000000,500000,3.4444444444444406,774999.99980625,0.8611111108958323,5300000,False,True,1
3,9900000,23600000,18,557,18300000,8600000,23000000,9100000,2.383838383838383,1311111.1110382716,0.13243546576144155,59000000,False,False,1
0,5600000,20000000,20,606,7100000,500000,20000000,7600000,3.5714285714285707,999999.99995,0.17857142856249997,35200000,True,True,1
1,6000000,12200000,16,743,8800000,2600000,20600000,2900000,2.033333333333333,762499.9999523438,0.1270833333253906,34900000,True,True,1
5,5700000,18400000,4,579,12800000,4000000,17200000,4900000,3.228070175438596,4599999.99885,0.8070175436578946,38900000,True,False,1
0,9000000,33100000,20,734,2800000,5900000,25300000,10300000,3.677777777777777,1654999.99991725,0.1838888888796944,44300000,False,True,1
0,7300000,16100000,2,490,7600000,1400000,21800000,10700000,2.2054794520547945,8049999.995975,1.1027397254760272,41500000,False,False,0
5,5300000,20500000,16,802,11200000,7100000,21100000,4100000,3.867924528301886,1281249.9999199219,0.2417452830037588,43500000,False,False,1
1,3500000,7400000,16,867,500000,6600000,9500000,2100000,2.114285714285714,462499.9999710937,0.13214285713459817,18700000,True,True,1
0,1000000,2200000,12,302,2200000,400000,3700000,1400000,2.1999999999999975,183333.33331805555,0.18333333331805535,7700000,True,False,0
0,5100000,19900000,12,867,1800000,7100000,18300000,5700000,3.901960784313725,1658333.333195139,0.3251633986657135,32900000,True,False,1
0,2900000,9900000,8,312,1800000,4500000,11200000,3700000,3.413793103448275,1237499.9998453124,0.4267241378776938,21200000,False,True,0
